,states,accidents,killed,injured,vehicle,year
951,16,46.0,18.0,68.0,5,2020.0
952,17,40.0,31.0,23.0,5,2020.0
953,18,7.0,6.0,8.0,5,2020.0
954,19,31.0,3.0,49.0,5,2020.0
955,20,874.0,360.0,826.0,5,2020.0
956,21,282.0,249.0,130.0,5,2020.0
957,22,2422.0,1357.0,1831.0,5,2020.0
958,23,10.0,3.0,20.0,5,2020.0
959,24,1650.0,368.0,1650.0,5,2020.0
960,25,1251.0,457.0,975.0,5,2020.0
961,26,32.0,10.0,19.0,5,2020.0
962,27,19.0,8.0,13.0,5,2020.0
963,28,3329.0,1780.0,1987.0,5,2020.0
964,29,1202.0,731.0,1698.0,5,2020.0
965,30,4.0,1.0,11.0,5,2020.0
966,31,2.0,1.0,5.0,5,2020.0
967,32,3.0,2.0,13.0,5,2020.0
968,33,0.0,0.0,0.0,5,2020.0
969,34,13.0,3.0,18.0,5,2020.0
970,35,0.0,0.0,0.0,5,2020.0
971,36,14.0,7.0,25.0,5,2020.0
972,1,365.0,141.0,297.0,6,2020.0
973,2,0.0,0.0,0.0,6,2020.0
974,3,400.0,253.0,421.0,6,2020.0
975,4,468.0,339.0,288.0,6,2020.0
976,5,451.0,137.0,356.0,6,2020.0
977,6,8.0,2.0,6.0,6,2020.0
978,7,204.0,86.0,136.0,6,2020.0
979,8,170.0,91.0,239.0,6,2020.0
980,9,11.0,6.0,12.0,6,2020.0
981,10,22.0,12.0,35.0,6,2020.0
982,11,131.0,123.0,99.0,6,2020.0
983,12,238.0,73.0,154.0,6,2020.0
984,13,1.0,80.0,708.0,6,2020.0
985,14,751.0,154.0,756.0,6,2020.0
986,15,501.0,172.0,351.0,6,2020.0
987,16,20.0,5.0,17.0,6,2020.0
988,17,4.0,4.0,0.0,6,2020.0
989,18,0.0,0.0,0.0,6,2020.0
990,19,5.0,2.0,5.0,6,2020.0
991,20,377.0,183.0,241.0,6,2020.0
992,21,338.0,237.0,134.0,6,2020.0
993,22,99.0,44.0,84.0,6,2020.0
994,23,0.0,0.0,0.0,6,2020.0
995,24,1849.0,431.0,1583.0,6,2020.0
996,25,208.0,63.0,149.0,6,2020.0
997,26,20.0,8.0,11.0,6,2020.0
998,27,43.0,33.0,15.0,6,2020.0
999,28,2005.0,1123.0,1355.0,6,2020.0
1000,29,726.0,391.0,395.0,6,2020.0
1001,30,3.0,1.0,4.0,6,2020.0
1002,31,20.0,10.0,14.0,6,2020.0
1003,32,4.0,3.0,2.0,6,2020.0
1005,34,152.0,48.0,114.0,6,2020.0
1006,35,0.0,0.0,0.0,6,2020.0
1007,36,67.0,21.0,68.0,6,2020.0
1008,1,3232.0,1272.0,2292.0,8,2020.0
1009,2,3.0,2.0,5.0,8,2020.0
1010,3,1327.0,618.0,906.0,8,2020.0
1011,4,3141.0,2649.0,1880.0,8,2020.0
1012,5,1473.0,575.0,1102.0,8,2020.0
1013,6,98.0,29.0,69.0,8,2020.0
1014,7,2418.0,1199.0,1352.0,8,2020.0
1015,8,1449.0,658.0,1188.0,8,2020.0
1016,9,465.0,145.0,393.0,8,2020.0
1017,10,300.0,101.0,774.0,8,2020.0
1018,11,331.0,267.0,192.0,8,2020.0
1019,12,5164.0,1592.0,4315.0,8,2020.0
1020,13,0.0,738.0,5361.0,8,2020.0
1021,14,6472.0,1512.0,5708.0,8,2020.0
1022,15,5156.0,2214.0,3330.0,8,2020.0
1023,16,96.0,26.0,111.0,8,2020.0
1024,17,43.0,43.0,15.0,8,2020.0
1025,18,5.0,5.0,7.0,8,2020.0
1026,19,47.0,11.0,23.0,8,2020.0
1027,20,1250.0,632.0,790.0,8,2020.0
1028,21,594.0,453.0,190.0,8,2020.0
1029,22,2273.0,1066.0,1547.0,8,2020.0
1030,23,20.0,5.0,20.0,8,2020.0
1031,24,8979.0,1540.0,8243.0,8,2020.0
1032,25,3287.0,1148.0,2520.0,8,2020.0
1033,26,132.0,51.0,110.0,8,2020.0
1034,27,261.0,147.0,153.0,8,2020.0
1035,28,3344.0,1674.0,2134.0,8,2020.0
1036,29,4399.0,2526.0,2522.0,8,2020.0
1037,30,28.0,3.0,27.0,8,2020.0
1038,31,34.0,12.0,25.0,8,2020.0
1039,32,24.0,18.0,19.0,8,2020.0
1041,34,1621.0,505.0,1242.0,8,2020.0
1042,35,0.0,0.0,0.0,8,2020.0
1043,36,297.0,47.0,214.0,8,2020.0
1044,1,724.0,365.0,785.0,7,2020.0
1045,2,9.0,6.0,14.0,7,2020.0
1046,3,378.0,149.0,331.0,7,2020.0
1047,4,630.0,467.0,615.0,7,2020.0
1048,5,839.0,418.0,840.0,7,2020.0
1049,6,392.0,42.0,98.0,7,2020.0
1050,7,452.0,262.0,381.0,7,2020.0
1051,8,964.0,559.0,618.0,7,2020.0
1052,9,111.0,45.0,67.0,7,2020.0
1053,10,710.0,119.0,699.0,7,2020.0
1054,11,639.0,469.0,457.0,7,2020.0
1055,12,924.0,349.0,1195.0,7,2020.0
1056,13,683.0,38.0,315.0,7,2020.0
1057,14,4153.0,876.0,3791.0,7,2020.0
1058,15,1485.0,776.0,1360.0,7,2020.0
1059,16,5.0,6.0,34.0,7,2020.0
1060,17,10.0,7.0,12.0,7,2020.0
1061,18,4.0,1.0,4.0,7,2020.0
1062,19,0.0,0.0,2.0,7,2020.0
1063,20,706.0,376.0,757.0,7,2020.0
1064,21,165.0,163.0,24.0,7,2020.0
1065,22,1809.0,895.0,1661.0,7,2020.0
1066,23,60.0,21.0,74.0,7,2020.0
1067,24,902.0,215.0,842.0,7,2020.0
1068,25,982.0,536.0,809.0,7,2020.0
1069,26,7.0,4.0,2.0,7,2020.0
1070,27,112.0,125.0,164.0,7,2020.0
1071,28,2402.0,1450.0,1709.0,7,2020.0
1072,29,7.0,7.0,0.0,7,2020.0
1073,30,1.0,0.0,0.0,7,2020.0
1074,31,0.0,0.0,0.0,7,2020.0
1075,32,5.0,3.0,3.0,7,2020.0
1076,33,0.0,0.0,0.0,7,2020.0
1077,34,259.0,120.0,234.0,7,2020.0
1078,35,0.0,0.0,0.0,7,2020.0
1079,36,0.0,0.0,0.0,7,2020.0
