accidents,killed,injured,voilation,year,state
2.0,1.0,2.0,5,2020,17
0.0,0.0,0.0,5,2020,18
297.0,120.0,301.0,5,2020,19
407.0,295.0,159.0,5,2020,20
68.0,45.0,51.0,5,2020,21
0.0,0.0,0.0,5,2020,22
717.0,83.0,1352.531429,5,2020,23
22.0,4.0,23.0,5,2020,24
0.0,0.0,0.0,5,2020,25
0.0,0.0,0.0,5,2020,26
5669.0,1758.0,1352.531429,5,2020,27
3.0,1.0,2.0,5,2020,28
0.0,0.0,0.0,5,2020,29
0.0,0.0,0.0,5,2020,30
0.0,0.0,0.0,5,2020,31
0.0,0.0,0.0,5,2020,32
86.0,23.0,74.0,5,2020,33
0.0,0.0,0.0,5,2020,34
0.0,0.0,5.0,5,2020,35
