,Number of Accidents,Persons Killed,People Injured,Traffic Voilation type,Year,States
683,9407.078014184395,402.0,2637,3,2019,35
684,9407.078014184395,2517.0,3606,3,2019,34
685,9407.078014184395,846.0,746,4,2019,26
686,9407.078014184395,881.0,194,5,2019,26
687,9407.078014184395,2699.0,3305,5,2019,34
688,9407.078014184395,5227.0,15192,1,2020,33
689,9407.078014184395,1899.0,1696,1,2020,14
690,9407.078014184395,2713.0,2670,1,2020,15
691,9407.078014184395,4045.0,8868,1,2020,16
692,9407.078014184395,181.0,766,1,2020,17
693,9407.078014184395,5806.0,11122,1,2020,18
694,9407.078014184395,3011.0,5157,1,2020,19
695,9407.078014184395,558.0,1959,1,2020,1
696,9407.078014184395,727.0,5804,1,2020,20
697,9407.078014184395,2282.0,2283,1,2020,21
698,9407.078014184395,8055.0,32029,1,2020,22
699,9407.078014184395,1787.0,19998,1,2020,23
700,9407.078014184395,9224.0,37945,1,2020,24
701,9407.078014184395,9152.0,15387,1,2020,25
702,9407.078014184395,3483.0,6333,1,2020,32
703,9407.078014184395,1805.0,1225,1,2020,26
704,9407.078014184395,7866.0,14041,1,2020,27
705,9407.078014184395,6844.0,42081,1,2020,35
706,9407.078014184395,6109.0,16077,1,2020,28
707,9407.078014184395,7356.0,8197,1,2020,34
708,9407.078014184395,1530.0,2974,1,2020,30
709,9407.078014184395,488.0,986,1,2020,31
710,9407.078014184395,1256.0,1657,2,2020,34
711,9407.078014184395,88.0,1520,3,2020,23
712,9407.078014184395,535.0,2484,3,2020,24
713,9407.078014184395,489.0,905,3,2020,25
714,9407.078014184395,533.0,1161,3,2020,27
715,9407.078014184395,373.0,2887,3,2020,35
716,9407.078014184395,2270.0,2905,3,2020,34
717,9407.078014184395,1758.0,2131,5,2020,34
